posto,preco,data_registro,produto,localizacao,id
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,4.88,19/03/2024,0,407,0
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,2.99,19/03/2024,2,407,1
CARDINAL E OLIVEIRA LTDA,7.59,20/03/2024,0,128,2
CARDINAL E OLIVEIRA LTDA,7.59,20/03/2024,1,128,3
AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,7.59,19/03/2024,0,128,4
AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,7.59,19/03/2024,1,128,5
AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.79,19/03/2024,2,128,6
CODEPE COMBUSTIVEIS LTDA,6.69,18/03/2024,0,345,7
CODEPE COMBUSTIVEIS LTDA,6.74,18/03/2024,1,345,8
CODEPE COMBUSTIVEIS LTDA,4.59,18/03/2024,2,345,9
COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.79,18/03/2024,0,345,10
COMDEPE COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.86,18/03/2024,1,345,11
AUTO POSTO CASTANHEIRA LTDA.,6.69,18/03/2024,0,345,12
AUTO POSTO CASTANHEIRA LTDA.,6.79,18/03/2024,1,345,13
AUTO POSTO CASTANHEIRA LTDA.,4.59,18/03/2024,2,345,14
AUTO POSTO AMAPA - EIRELI,6.79,18/03/2024,0,345,15
AUTO POSTO AMAPA - EIRELI,6.85,18/03/2024,1,345,16
AUTO POSTO AMAPA - EIRELI,4.79,18/03/2024,2,345,17
POSTO VILLAGE LTDA.,6.69,18/03/2024,0,345,18
POSTO VILLAGE LTDA.,6.69,18/03/2024,1,345,19
POSTO VILLAGE LTDA.,4.79,18/03/2024,2,345,20
AUTO POSTO CIDADE LTDA,6.69,18/03/2024,0,345,21
AUTO POSTO CIDADE LTDA,4.59,18/03/2024,2,345,22
AUTO POSTO ACAUAN LTDA,6.79,18/03/2024,0,345,23
AUTO POSTO ACAUAN LTDA,6.84,18/03/2024,1,345,24
AUTO POSTO ACAUAN LTDA,4.59,18/03/2024,2,345,25
AUTO POSTO CANINDE LTDA,6.78,18/03/2024,0,345,26
AUTO POSTO CANINDE LTDA,6.93,18/03/2024,1,345,27
AUTO POSTO DISTRITO LTDA.,6.79,18/03/2024,0,345,28
AUTO POSTO DISTRITO LTDA.,6.84,18/03/2024,1,345,29
AUTO POSTO DISTRITO LTDA.,4.69,18/03/2024,2,345,30
POSTO FLORESTA E AGROPECUARIA LTDA,6.69,18/03/2024,0,345,31
POSTO FLORESTA E AGROPECUARIA LTDA,6.69,18/03/2024,1,345,32
POSTO FLORESTA E AGROPECUARIA LTDA,4.89,18/03/2024,2,345,33
COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,5.94,19/03/2024,0,23,34
COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,5.98,19/03/2024,1,23,35
COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.,4.19,19/03/2024,2,23,36
AUTO POSTO SAO FRANCISCO LTDA,5.67,19/03/2024,0,23,37
IBN PINTO E SILVA & CIA LTDA,5.69,19/03/2024,0,23,38
IBN PINTO E SILVA & CIA LTDA,5.79,19/03/2024,1,23,39
IBN PINTO E SILVA & CIA LTDA,4.09,19/03/2024,2,23,40
IBN PINTO E SILVA & CIA LTDA,5.69,19/03/2024,0,23,41
IBN PINTO E SILVA & CIA LTDA,5.89,19/03/2024,1,23,42
IBN PINTO E SILVA & CIA LTDA,4.29,19/03/2024,2,23,43
SEVERINO S. LOPES & CIA. LTDA,5.98,19/03/2024,0,290,44
SEVERINO S. LOPES & CIA. LTDA,6.15,19/03/2024,1,290,45
SEVERINO S. LOPES & CIA. LTDA,4.45,19/03/2024,2,290,46
A. B. LESSA NETO & CIA LTDA,5.99,19/03/2024,0,290,47
A. B. LESSA NETO & CIA LTDA,6.11,19/03/2024,1,290,48
A. B. LESSA NETO & CIA LTDA,4.39,19/03/2024,2,290,49
BALBINO & CIA LTDA,5.97,19/03/2024,0,290,50
BALBINO & CIA LTDA,6.09,19/03/2024,1,290,51
BALBINO & CIA LTDA,4.4,19/03/2024,2,290,52
CDA EMPREENDIMENTOS LTDA,4.09,18/03/2024,2,349,53
CDA EMPREENDIMENTOS LTDA,5.69,18/03/2024,0,349,54
CDA EMPREENDIMENTOS LTDA,5.79,18/03/2024,1,349,55
OLIVEIRA & FREITAS LTDA,5.99,18/03/2024,0,349,56
OLIVEIRA & FREITAS LTDA,4.29,18/03/2024,2,349,57
AUTO POSTO FORENE LTDA,5.49,18/03/2024,0,349,58
AUTO POSTO FORENE LTDA,5.79,18/03/2024,1,349,59
AUTO POSTO FORENE LTDA,3.99,18/03/2024,2,349,60
AUTO POSTO PIONEIRO LTDA,5.69,18/03/2024,0,349,61
AUTO POSTO PIONEIRO LTDA,5.89,18/03/2024,1,349,62
AUTO POSTO PIONEIRO LTDA,4.09,18/03/2024,2,349,63
MARCOS ANTONIO DA SILVA CABRAL,6.7,20/03/2024,0,185,64
MARCOS ANTONIO DA SILVA CABRAL,4.86,20/03/2024,2,185,65
MARCOS ANTONIO DA SILVA CABRAL,6.7,20/03/2024,0,185,66
ADRIANO MARQUES FRANCO - ME,6.7,20/03/2024,0,185,67
MARCOS ANTONIO DA SILVA CABRAL,6.7,20/03/2024,0,185,68
ERMELSON DOS SANTOS FERREIRA,6.7,20/03/2024,0,185,69
ERMELSON DOS SANTOS FERREIRA,6.7,20/03/2024,1,185,70
F.J. COMERCIO DE COMBUSTIVEIS LTDA,7.38,21/03/2024,0,299,71
F.J. COMERCIO DE COMBUSTIVEIS LTDA,7.38,21/03/2024,1,299,72
CACAPAVA COMERCIO DE PETROLEO LTDA,7.38,21/03/2024,1,299,73
MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,7.28,21/03/2024,0,299,74
AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,5.52,21/03/2024,0,245,75
POSTO ICCAR LTDA,5.57,21/03/2024,0,245,76
AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,5.52,21/03/2024,0,245,77
AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,5.52,21/03/2024,0,245,78
AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA,5.52,21/03/2024,0,245,79
COMERCIAL GRAO DE OURO LTDA,5.52,21/03/2024,0,245,80
AUTO POSTO TERCEIRO MILÊNIO LTDA,5.79,21/03/2024,0,245,81
CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.,5.95,18/03/2024,0,4,82
CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.,5.95,18/03/2024,1,4,83
CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.,4.25,18/03/2024,2,4,84
COMERCIAL DE PETRÓLEO CIDADE DA LARANJA LTDA.,5.99,18/03/2024,0,4,85
COMERCIAL DE PETRÓLEO CIDADE DA LARANJA LTDA.,6.19,18/03/2024,1,4,86
COMERCIAL DE PETRÓLEO CIDADE DA LARANJA LTDA.,4.39,18/03/2024,2,4,87
POSTO TROPICAL DE COMBUSTIVEIS LTDA,5.69,18/03/2024,0,4,88
POSTO TROPICAL DE COMBUSTIVEIS LTDA,5.69,18/03/2024,1,4,89
POSTO TROPICAL DE COMBUSTIVEIS LTDA,4.09,18/03/2024,2,4,90
POSTO ESTRELA DA 101 LTDA,5.95,18/03/2024,0,4,91
POSTO ESTRELA DA 101 LTDA,5.95,18/03/2024,1,4,92
POSTO ESTRELA DA 101 LTDA,4.25,18/03/2024,2,4,93
SANDRA REGINA COMBUSTIVEIS LTDA,6.09,21/03/2024,1,46,94
SANDRA REGINA COMBUSTIVEIS LTDA,3.75,21/03/2024,2,46,95
DT COMBUSTIVEIS LTDA,6.09,19/03/2024,1,46,96
DT COMBUSTIVEIS LTDA,3.79,19/03/2024,2,46,97
SABBA COMBUSTIVEIS LTDA,5.99,21/03/2024,0,46,98
SABBA COMBUSTIVEIS LTDA,6.19,21/03/2024,1,46,99
CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA,5.99,20/03/2024,0,175,100
CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA,6.29,20/03/2024,1,175,101
CHECON DANTAS COMERCIO DE COMBUSTIVEIS LTDA,4.29,20/03/2024,2,175,102
POSTO DE SERVICOS DOM EDUARDO LTDA.,5.77,20/03/2024,0,175,103
POSTO DE SERVICOS DOM EDUARDO LTDA.,5.77,20/03/2024,1,175,104
POSTO DE SERVICOS DOM EDUARDO LTDA.,4.15,20/03/2024,2,175,105
DERIVADOS DE PETROLEO LELEU LTDA,5.52,20/03/2024,0,175,106
DERIVADOS DE PETROLEO LELEU LTDA,5.52,20/03/2024,1,175,107
DERIVADOS DE PETROLEO LELEU LTDA,3.96,20/03/2024,2,175,108
COMERCIAL SAVOIA LTDA,5.5,20/03/2024,0,175,109
COMERCIAL SAVOIA LTDA,5.5,20/03/2024,1,175,110
COMERCIAL SAVOIA LTDA,3.99,20/03/2024,2,175,111
AM DERIVADOS DE PETROLEO E COMERCIO LTDA,5.52,20/03/2024,0,175,112
AM DERIVADOS DE PETROLEO E COMERCIO LTDA,5.62,20/03/2024,1,175,113
AM DERIVADOS DE PETROLEO E COMERCIO LTDA,3.96,20/03/2024,2,175,114
AUTO POSTO COPA 70 LTDA,5.83,21/03/2024,0,180,115
AUTO POSTO COPA 70 LTDA,4.01,21/03/2024,2,180,116
O TORRES,5.75,19/03/2024,0,180,117
O TORRES,3.99,19/03/2024,2,180,118
FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA,5.35,20/03/2024,0,184,119
FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA,5.37,20/03/2024,1,184,120
FERRADAS COMERCIO E DERIVADOS DE PETROLEO LTDA,3.93,20/03/2024,2,184,121
DERIVADOS DE PETROLEO E SERVICOS LTDA,5.99,21/03/2024,0,184,122
DERIVADOS DE PETROLEO E SERVICOS LTDA,5.99,21/03/2024,1,184,123
DERIVADOS DE PETROLEO E SERVICOS LTDA,4.43,21/03/2024,2,184,124
DERIVADOS DE PETROLEO TEUNA LTDA,5.99,21/03/2024,0,184,125
DERIVADOS DE PETROLEO TEUNA LTDA,5.99,21/03/2024,1,184,126
DERIVADOS DE PETROLEO TEUNA LTDA,4.43,21/03/2024,2,184,127
CODEPEL -COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.08,21/03/2024,0,190,128
CODEPEL -COMERCIO DE DERIVADOS DE PETROLEO LTDA,4.19,21/03/2024,2,190,129
BENTIVI DERIVADOS DE PETROLEO LTDA,6.07,19/03/2024,0,190,130
BENTIVI DERIVADOS DE PETROLEO LTDA,6.17,19/03/2024,1,190,131
BENTIVI DERIVADOS DE PETROLEO LTDA,4.19,19/03/2024,2,190,132
SS COMERCIO DERIVADOS DE PETROLEO LTDA,5.98,19/03/2024,0,216,133
SS COMERCIO DERIVADOS DE PETROLEO LTDA,5.98,19/03/2024,1,216,134
SS COMERCIO DERIVADOS DE PETROLEO LTDA,3.99,19/03/2024,2,216,135
D & M COMERCIAL LTDA,5.99,18/03/2024,0,216,136
D & M COMERCIAL LTDA,6.39,18/03/2024,1,216,137
D & M COMERCIAL LTDA,4.49,18/03/2024,2,216,138
JEQUIEZINHO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,5.97,18/03/2024,0,216,139
JEQUIEZINHO COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,3.98,18/03/2024,2,216,140
COM DE DER DE PETROLEO BARRETO LTDA,5.99,19/03/2024,0,216,141
COM DE DER DE PETROLEO BARRETO LTDA,6.09,19/03/2024,1,216,142
COM DE DER DE PETROLEO BARRETO LTDA,4.19,19/03/2024,2,216,143
STOCK COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,0,216,144
STOCK COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.19,18/03/2024,1,216,145
STOCK COMERCIO DE DERIVADOS DE PETROLEO LTDA,4.29,18/03/2024,2,216,146
PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.97,19/03/2024,0,216,147
PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.97,19/03/2024,1,216,148
PITU COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.97,19/03/2024,2,216,149
M W COMERCIO DE COMBUSTIVEIS SERVICOS E ALIMENTOS LTDA,5.98,18/03/2024,0,216,150
M W COMERCIO DE COMBUSTIVEIS SERVICOS E ALIMENTOS LTDA,3.99,18/03/2024,2,216,151
AUTO POSTO AMÉRICA LTDA.,5.93,20/03/2024,0,323,152
AUTO POSTO AMÉRICA LTDA.,4.15,20/03/2024,2,323,153
QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA,5.95,21/03/2024,0,323,154
QUEIROZ SANTOS COMÉRCIO DE COMBUSTIVEL LTDA,4.39,21/03/2024,2,323,155
R.R. COMERCIO VAREJISTA E TRANSPORTE DE DERIVADOS DE PETROLEO LTDA,5.95,19/03/2024,0,323,156
R.R. COMERCIO VAREJISTA E TRANSPORTE DE DERIVADOS DE PETROLEO LTDA,4.15,19/03/2024,2,323,157
POCOES DERIVADOS DE PETROLEO LTDA,5.89,19/03/2024,0,323,158
POCOES DERIVADOS DE PETROLEO LTDA,4.15,19/03/2024,2,323,159
EZENILDA CÉLIA NOVAIS LABANCA,5.95,19/03/2024,0,323,160
EZENILDA CÉLIA NOVAIS LABANCA,4.1,19/03/2024,2,323,161
POSTO E HOTEL PITUBA LTDA,5.97,21/03/2024,0,323,162
POSTO E HOTEL PITUBA LTDA,4.19,21/03/2024,2,323,163
AUTO POSTO REFORCO LTDA,5.95,18/03/2024,0,323,164
AUTO POSTO REFORCO LTDA,5.99,18/03/2024,1,323,165
AUTO POSTO REFORCO LTDA,4.12,18/03/2024,2,323,166
SULBAHIA COMBUSTIVEIS LTDA,6.49,21/03/2024,0,331,167
SULBAHIA COMBUSTIVEIS LTDA,6.59,21/03/2024,1,331,168
SULBAHIA COMBUSTIVEIS LTDA,4.59,21/03/2024,2,331,169
LESTE DERIVADOS DE PETROLEO LTDA,6.49,21/03/2024,0,331,170
LESTE DERIVADOS DE PETROLEO LTDA,6.59,21/03/2024,1,331,171
LESTE DERIVADOS DE PETROLEO LTDA,4.59,21/03/2024,2,331,172
ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,5.99,20/03/2024,1,355,173
ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,4.29,20/03/2024,2,355,174
ACF COMERCIO E SERVICOS LTDA,5.97,20/03/2024,0,355,175
ACF COMERCIO E SERVICOS LTDA,5.97,20/03/2024,1,355,176
ACF COMERCIO E SERVICOS LTDA,4.27,20/03/2024,2,355,177
POSTO ALBALONGA LTDA,5.99,20/03/2024,0,355,178
POSTO ALBALONGA LTDA,6.49,20/03/2024,1,355,179
POSTO ALBALONGA LTDA,4.29,20/03/2024,2,355,180
ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,5.99,20/03/2024,0,355,181
ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,6.29,20/03/2024,1,355,182
ECOPOSTOS - COMBUSTIVEIS E SERVICOS LTDA,4.29,20/03/2024,2,355,183
POSTO KALILANDIA LTDA,5.97,20/03/2024,0,355,184
POSTO KALILANDIA LTDA,6.27,20/03/2024,1,355,185
POSTO KALILANDIA LTDA,4.27,20/03/2024,2,355,186
D & B COMERCIAL LTDA,5.99,20/03/2024,0,355,187
D & B COMERCIAL LTDA,6.39,20/03/2024,1,355,188
D & B COMERCIAL LTDA,4.29,20/03/2024,2,355,189
YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA,5.94,20/03/2024,0,355,190
YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA,5.94,20/03/2024,1,355,191
YANSA-COMERCIO DE DERIVADOS DE PETROLEO E SERVICOS LTDA,4.24,20/03/2024,2,355,192
POSTO GAMELEIRA LTDA,5.98,20/03/2024,0,355,193
POSTO GAMELEIRA LTDA,6.13,20/03/2024,1,355,194
POSTO GAMELEIRA LTDA,4.28,20/03/2024,2,355,195
AUTO POSTO BUDIÃO LTDA.,5.99,20/03/2024,0,355,196
AUTO POSTO BUDIÃO LTDA.,6.39,20/03/2024,1,355,197
AUTO POSTO BUDIÃO LTDA.,4.29,20/03/2024,2,355,198
J A SOBRAL & CIA LTDA,5.99,20/03/2024,0,355,199
J A SOBRAL & CIA LTDA,6.14,20/03/2024,1,355,200
J A SOBRAL & CIA LTDA,4.29,20/03/2024,2,355,201
CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA,5.97,19/03/2024,0,404,202
CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA,6.09,19/03/2024,1,404,203
CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA,4.27,19/03/2024,2,404,204
HIPER POSTO CAMINHO DAS ARVORES LTDA,5.99,20/03/2024,0,355,205
HIPER POSTO CAMINHO DAS ARVORES LTDA,6.39,20/03/2024,1,355,206
HIPER POSTO CAMINHO DAS ARVORES LTDA,4.69,20/03/2024,2,355,207
SINO - COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,5.99,20/03/2024,0,355,208
SINO - COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,6.09,20/03/2024,1,355,209
SINO - COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,4.29,20/03/2024,2,355,210
S DANTAS E FILHOS LTDA,5.97,20/03/2024,0,355,211
S DANTAS E FILHOS LTDA,4.27,20/03/2024,2,355,212
POSTO DE LUBRIFICACAO BARBALHO LTDA,5.99,20/03/2024,0,355,213
POSTO DE LUBRIFICACAO BARBALHO LTDA,6.14,20/03/2024,1,355,214
POSTO DE LUBRIFICACAO BARBALHO LTDA,4.29,20/03/2024,2,355,215
POSTO INDEPENDENCIA DE LUBRIFICACAO LTDA,5.97,20/03/2024,0,355,216
POSTO INDEPENDENCIA DE LUBRIFICACAO LTDA,6.17,20/03/2024,1,355,217
POSTO INDEPENDENCIA DE LUBRIFICACAO LTDA,4.27,20/03/2024,2,355,218
POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA,5.99,20/03/2024,0,355,219
POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA,6.29,20/03/2024,1,355,220
POSTOS MATARIPE ABASTECIMENTOS E SERVICOS LTDA,4.19,20/03/2024,2,355,221
POSTO CASAGRANDE LTDA,5.99,20/03/2024,0,355,222
POSTO CASAGRANDE LTDA,6.29,20/03/2024,1,355,223
POSTO CASAGRANDE LTDA,4.29,20/03/2024,2,355,224
POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5.99,20/03/2024,0,355,225
POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,6.39,20/03/2024,1,355,226
POSTO UP3 COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,4.29,20/03/2024,2,355,227
COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,5.98,20/03/2024,0,355,228
COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,6.18,20/03/2024,1,355,229
COMERCIAL DE COMBUSTIVEIS CIDADE JARDIM LTDA,4.28,20/03/2024,2,355,230
POSTO DE GASOLINA FELICI LTDA,5.99,20/03/2024,0,355,231
POSTO DE GASOLINA FELICI LTDA,5.99,20/03/2024,1,355,232
POSTO DE GASOLINA FELICI LTDA,4.29,20/03/2024,2,355,233
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,5.94,20/03/2024,0,355,234
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,5.94,20/03/2024,1,355,235
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,4.24,20/03/2024,2,355,236
ELETRO ITAMARATY COMERCIAL LTDA,5.99,18/03/2024,0,444,237
ELETRO ITAMARATY COMERCIAL LTDA,4.59,18/03/2024,2,444,238
MAGGRI COMERCIO E REPRESENTACOES LTDA,5.99,20/03/2024,0,438,239
MAGGRI COMERCIO E REPRESENTACOES LTDA,5.99,20/03/2024,1,438,240
MAGGRI COMERCIO E REPRESENTACOES LTDA,4.59,20/03/2024,2,438,241
AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,5.95,18/03/2024,0,438,242
AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,5.95,18/03/2024,1,438,243
AZULAO COMERCIO DE COMBUSTIVEIS EIRELI,4.26,18/03/2024,2,438,244
ORGANIZACAO GUAIBIM LTDA,5.99,19/03/2024,0,438,245
ORGANIZACAO GUAIBIM LTDA,5.99,19/03/2024,1,438,246
ORGANIZACAO GUAIBIM LTDA,4.27,19/03/2024,2,438,247
POSTO SIM LTDA,6.07,21/03/2024,0,92,248
POSTO SIM LTDA,6.09,21/03/2024,1,92,249
J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA,6.07,21/03/2024,0,92,250
J & J PESSOA COMERCIO DE COMBUSTIVEIS LTDA,4.49,21/03/2024,2,92,251
PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.,5.75,20/03/2024,0,124,252
PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.,5.75,20/03/2024,1,124,253
PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA.,4.49,20/03/2024,2,124,254
M. T. M. PETROLEO LTDA,5.98,19/03/2024,0,124,255
M. T. M. PETROLEO LTDA,6.05,19/03/2024,1,124,256
M. T. M. PETROLEO LTDA,4.7,19/03/2024,2,124,257
JOTESSE MACEDO COMERCIAL DE DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,0,124,258
JOTESSE MACEDO COMERCIAL DE DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,1,124,259
FERNANDO LEITE DE LACERDA,5.99,21/03/2024,0,124,260
FERNANDO LEITE DE LACERDA,5.99,21/03/2024,1,124,261
J V PETROLEO EIRELI,5.75,20/03/2024,0,124,262
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,5.99,19/03/2024,0,124,263
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,5.99,19/03/2024,1,124,264
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4.49,19/03/2024,2,124,265
COMERCIAL DE PETROLEO PARAIBANO LTDA,6.09,18/03/2024,0,171,266
COMERCIAL DE PETROLEO PARAIBANO LTDA,6.09,18/03/2024,1,171,267
COMERCIAL DE PETROLEO PARAIBANO LTDA,4.86,18/03/2024,2,171,268
AUTO POSTO PEDRO BARRETO LTDA,5.99,18/03/2024,0,171,269
AUTO POSTO PEDRO BARRETO LTDA,6.1,18/03/2024,1,171,270
AUTO POSTO PEDRO BARRETO LTDA,4.85,18/03/2024,2,171,271
POSTO DE COMBUSTIVEIS SENHORA SANTANA I- EIRELI,5.99,18/03/2024,0,171,272
SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,6.37,20/03/2024,0,196,273
SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,6.38,20/03/2024,1,196,274
SAO PEDRO COM VAREJ COMBUSTIVEIS LTDA.,4.96,20/03/2024,2,196,275
COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,6.39,20/03/2024,0,196,276
COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,6.39,20/03/2024,1,196,277
COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA,4.99,20/03/2024,2,196,278
ARAUJO PETROLEO LTDA,5.99,18/03/2024,0,224,279
ARAUJO PETROLEO LTDA,5.99,18/03/2024,1,224,280
ARAUJO PETROLEO LTDA,4.19,18/03/2024,2,224,281
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,5.99,18/03/2024,0,224,282
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,5.99,18/03/2024,1,224,283
TRIBUS COMERCIO DE COMBUSTVEIS LTDA.,4.49,18/03/2024,2,224,284
URBANO COMERCIO DE LUBRIFICANTES LIMITADA,5.86,18/03/2024,0,224,285
URBANO COMERCIO DE LUBRIFICANTES LIMITADA,6.01,18/03/2024,1,224,286
URBANO COMERCIO DE LUBRIFICANTES LIMITADA,4.51,18/03/2024,2,224,287
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,0,224,288
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,1,224,289
MG DERIVADOS DE PETROLEO LTDA,4.09,18/03/2024,2,224,290
MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,5.89,18/03/2024,0,224,291
MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,6.35,18/03/2024,1,224,292
MARCIANO COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,4.59,18/03/2024,2,224,293
M. T. D. F. PETROLEO LTDA,5.99,18/03/2024,0,224,294
M. T. D. F. PETROLEO LTDA,6.35,18/03/2024,1,224,295
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,0,224,296
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,1,224,297
MG DERIVADOS DE PETROLEO LTDA,4.09,18/03/2024,2,224,298
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,0,224,299
MG DERIVADOS DE PETROLEO LTDA,5.99,18/03/2024,1,224,300
M T D PETROLEO LTDA,5.98,18/03/2024,0,224,301
M T D PETROLEO LTDA,6.18,18/03/2024,1,224,302
M T D PETROLEO LTDA,4.99,18/03/2024,2,224,303
WR PETROLEO E DERIVADOS LTDA,5.79,18/03/2024,0,224,304
WR PETROLEO E DERIVADOS LTDA,5.89,18/03/2024,1,224,305
WR PETROLEO E DERIVADOS LTDA,4.49,18/03/2024,2,224,306
NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,6.05,19/03/2024,0,237,307
NOVO TEMPO COMERCIO DE COMBUSTIVEIS LTDA,6.05,19/03/2024,1,237,308
COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,6.07,19/03/2024,0,237,309
COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,6.08,19/03/2024,1,237,310
COMERCIAL CHAVES DE COMBUSTIVEIS LTDA,4.97,19/03/2024,2,237,311
BEZERRA E FILHO LTDA,6.05,19/03/2024,0,237,312
BEZERRA E FILHO LTDA,6.05,19/03/2024,1,237,313
BEZERRA E FILHO LTDA,4.79,19/03/2024,2,237,314
BEZERRA E FILHO LTDA,6.09,19/03/2024,0,237,315
BEZERRA E FILHO LTDA,6.19,19/03/2024,1,237,316
BEZERRA E FILHO LTDA,4.79,19/03/2024,2,237,317
GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.05,19/03/2024,0,237,318
GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.05,19/03/2024,1,237,319
GURGEL LOBO COMERCIO DE DERIVADOS DE PETROLEO LTDA,4.69,19/03/2024,2,237,320
DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.87,20/03/2024,0,147,321
DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,6.07,20/03/2024,1,147,322
DIAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,4.37,20/03/2024,2,147,323
SILVEIRA PETROLEO LTDA,5.88,22/03/2024,0,253,324
SILVEIRA PETROLEO LTDA,5.88,22/03/2024,1,253,325
SILVEIRA PETROLEO LTDA,4.39,22/03/2024,2,253,326
CIRO GOMES MAGALHAES,6.09,19/03/2024,0,338,327
