posto,preco,data_registro,produto,localizacao,id
COMERCIAL DE COMBUSTIVEIS INDAIA US LTDA,5.89,10/04/2024,1,177,44141
GUAIACA AUTO POSTO LTDA,5.95,10/04/2024,0,177,44142
GUAIACA AUTO POSTO LTDA,6.19,10/04/2024,1,177,44143
GUAIACA AUTO POSTO LTDA,3.79,10/04/2024,2,177,44144
AUTO POSTO NOVA SUICA LTDA,5.39,10/04/2024,0,177,44145
AUTO POSTO NOVA SUICA LTDA,3.39,10/04/2024,2,177,44146
ABDELNOR IV COMERCIO DE COMBUSTIVEIS LTDA,5.09,10/04/2024,0,177,44147
ABDELNOR IV COMERCIO DE COMBUSTIVEIS LTDA,5.09,10/04/2024,1,177,44148
ABDELNOR IV COMERCIO DE COMBUSTIVEIS LTDA,3.19,10/04/2024,2,177,44149
AUTO POSTO AMCG LTDA,5.17,10/04/2024,0,177,44150
AUTO POSTO AMCG LTDA,3.27,10/04/2024,2,177,44151
AUTO POSTO PIMENTA LTDA,5.79,10/04/2024,0,177,44152
AUTO POSTO PIMENTA LTDA,5.99,10/04/2024,1,177,44153
AUTO POSTO PIMENTA LTDA,3.79,10/04/2024,2,177,44154
COMERCIAL VIHEMA LTDA,5.69,10/04/2024,0,177,44155
COMERCIAL VIHEMA LTDA,5.89,10/04/2024,1,177,44156
COMERCIO DERIVADOS DE PETROLEO RECREIO CAMPESTRE LTDA,5.29,10/04/2024,0,177,44157
COMERCIO DERIVADOS DE PETROLEO RECREIO CAMPESTRE LTDA,5.89,10/04/2024,1,177,44158
COMERCIO DERIVADOS DE PETROLEO RECREIO CAMPESTRE LTDA,3.39,10/04/2024,2,177,44159
AUTO POSTO PEDRA LISA LTDA,3.69,09/04/2024,2,192,44160
AUTO POSTO PEDRA LISA LTDA,5.67,09/04/2024,0,192,44161
AUTO POSTO PEDRA LISA LTDA,5.67,09/04/2024,1,192,44162
PETROLEO E DERIVADOS SAO LEOPOLDO LTDA,5.84,09/04/2024,0,192,44163
PETROLEO E DERIVADOS SAO LEOPOLDO LTDA,5.94,09/04/2024,1,192,44164
PETROLEO E DERIVADOS SAO LEOPOLDO LTDA,3.69,09/04/2024,2,192,44165
AUTO POSTO QUARENTA E UM LIMITADA,5.99,09/04/2024,0,192,44166
AUTO POSTO QUARENTA E UM LIMITADA,6.79,09/04/2024,1,192,44167
AUTO POSTO QUARENTA E UM LIMITADA,3.99,09/04/2024,2,192,44168
CENTRO AUTOMOTIVO TCHELO LTDA,5.39,09/04/2024,0,192,44169
CENTRO AUTOMOTIVO TCHELO LTDA,5.39,09/04/2024,1,192,44170
CENTRO AUTOMOTIVO TCHELO LTDA,3.49,09/04/2024,2,192,44171
AUTO POSTO INCOSPEL DE ITAPEVA LTDA,4.79,10/04/2024,0,195,44172
AUTO POSTO INCOSPEL DE ITAPEVA LTDA,3.09,10/04/2024,2,195,44173
AVENIDA SERV CAR DE ITAPEVA LTDA,6.19,10/04/2024,0,195,44174
AVENIDA SERV CAR DE ITAPEVA LTDA,6.49,10/04/2024,1,195,44175
AVENIDA SERV CAR DE ITAPEVA LTDA,4.19,10/04/2024,2,195,44176
POSTO DE SERVICOS RAFAELA LTDA.,4.79,10/04/2024,0,195,44177
POSTO DE SERVICOS RAFAELA LTDA.,3.09,10/04/2024,2,195,44178
MARINHO POSTO DE SERVIÇOS LTDA,6.09,10/04/2024,0,195,44179
MARINHO POSTO DE SERVIÇOS LTDA,6.23,10/04/2024,1,195,44180
MARINHO POSTO DE SERVIÇOS LTDA,3.95,10/04/2024,2,195,44181
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5.74,08/04/2024,0,200,44182
COMPANHIA BRASILEIRA DE DISTRIBUICAO,5.94,08/04/2024,1,200,44183
COMPANHIA BRASILEIRA DE DISTRIBUICAO,3.64,08/04/2024,2,200,44184
AUTO POSTO KARANGO ITAPIRA LTDA.,4.99,09/04/2024,0,197,44185
AUTO POSTO KARANGO ITAPIRA LTDA.,3.29,09/04/2024,2,197,44186
AUTO POSTO SKINA ITALIANOS LTDA.,5.69,09/04/2024,0,197,44187
AUTO POSTO SKINA ITALIANOS LTDA.,3.49,09/04/2024,2,197,44188
ITAPIRENSE COMBUSTIVEIS LTDA,3.79,08/04/2024,2,197,44189
ITAPIRENSE COMBUSTIVEIS LTDA,5.79,08/04/2024,0,197,44190
ITAPIRENSE COMBUSTIVEIS LTDA,6.09,08/04/2024,1,197,44191
AUTO POSTO PANORAMA DE ITAPIRA LTDA.,5.79,09/04/2024,0,197,44192
AUTO POSTO PANORAMA DE ITAPIRA LTDA.,5.89,09/04/2024,1,197,44193
AUTO POSTO PANORAMA DE ITAPIRA LTDA.,3.79,09/04/2024,2,197,44194
IRMAOS COLOCO LTDA,5.79,09/04/2024,0,197,44195
IRMAOS COLOCO LTDA,6.09,09/04/2024,1,197,44196
IRMAOS COLOCO LTDA,3.89,09/04/2024,2,197,44197
POSTO RIO BRANCO LTDA,5.05,08/04/2024,0,197,44198
POSTO RIO BRANCO LTDA,5.25,08/04/2024,1,197,44199
POSTO RIO BRANCO LTDA,3.39,08/04/2024,2,197,44200
AUTO POSTO SANTA MARTA DE ITAPIRA LTDA,5.94,08/04/2024,0,197,44201
AUTO POSTO SANTA MARTA DE ITAPIRA LTDA,6.24,08/04/2024,1,197,44202
AUTO POSTO SANTA MARTA DE ITAPIRA LTDA,3.89,08/04/2024,2,197,44203
AUTO POSTO GUIDORZI DE ITAPOLIS LTDA,5.49,11/04/2024,0,198,44204
AUTO POSTO GUIDORZI DE ITAPOLIS LTDA,3.59,11/04/2024,2,198,44205
AUTO POSTO OROESTE DE ITAPOLIS LTDA - EPP,4.99,11/04/2024,0,198,44206
AUTO POSTO OROESTE DE ITAPOLIS LTDA - EPP,3.49,11/04/2024,2,198,44207
GELSON ANTONIO MANGINELLI,5.65,11/04/2024,0,198,44208
GELSON ANTONIO MANGINELLI,3.65,11/04/2024,2,198,44209
AUTO POSTO PORTAL DE NOVA AMERICA LTDA,5.39,11/04/2024,0,198,44210
AUTO POSTO PORTAL DE NOVA AMERICA LTDA,3.59,11/04/2024,2,198,44211
AUTO POSTO JPS DE ITAPOLIS LTDA - EPP,4.99,11/04/2024,0,198,44212
AUTO POSTO JPS DE ITAPOLIS LTDA - EPP,3.49,11/04/2024,2,198,44213
AUTO POSTO ITAQUANO LTDA,5.88,09/04/2024,0,199,44214
AUTO POSTO ITAQUANO LTDA,5.98,09/04/2024,1,199,44215
AUTO POSTO ITAQUANO LTDA,3.78,09/04/2024,2,199,44216
ITAQUAGAS AUTO POSTO LIMITADA,5.39,09/04/2024,0,199,44217
ITAQUAGAS AUTO POSTO LIMITADA,5.69,09/04/2024,1,199,44218
ITAQUAGAS AUTO POSTO LIMITADA,3.49,09/04/2024,2,199,44219
AUTO POSTO VILA VIRGINIA LTDA,5.25,09/04/2024,0,199,44220
AUTO POSTO VILA VIRGINIA LTDA,5.29,09/04/2024,1,199,44221
AUTO POSTO VILA VIRGINIA LTDA,3.49,09/04/2024,2,199,44222
AUTO POSTO MIRANDELLA LTDA,5.59,09/04/2024,0,199,44223
AUTO POSTO MIRANDELLA LTDA,5.89,09/04/2024,1,199,44224
AUTO POSTO MIRANDELLA LTDA,3.49,09/04/2024,2,199,44225
POSTO DE SERVICOS NOVA ITAQUA LTDA,5.59,09/04/2024,0,199,44226
POSTO DE SERVICOS NOVA ITAQUA LTDA,5.89,09/04/2024,1,199,44227
POSTO DE SERVICOS NOVA ITAQUA LTDA,3.57,09/04/2024,2,199,44228
AUTO POSTO TORNADO LTDA,5.79,09/04/2024,0,199,44229
AUTO POSTO TORNADO LTDA,6.09,09/04/2024,1,199,44230
AUTO POSTO TORNADO LTDA,3.79,09/04/2024,2,199,44231
CENTRO DE CONV. E POSTO DE COMBUSTÍVEL PARATY LTDA,5.79,08/04/2024,0,200,44232
CENTRO DE CONV. E POSTO DE COMBUSTÍVEL PARATY LTDA,5.89,08/04/2024,1,200,44233
CENTRO DE CONV. E POSTO DE COMBUSTÍVEL PARATY LTDA,3.69,08/04/2024,2,200,44234
AUTO POSTO BROTAS LTDA,5.89,08/04/2024,0,200,44235
AUTO POSTO BROTAS LTDA,6.29,08/04/2024,1,200,44236
AUTO POSTO BROTAS LTDA,3.89,08/04/2024,2,200,44237
AUTO POSTO 3 IRMAOS DE ITATIBA LTDA,5.89,08/04/2024,0,200,44238
AUTO POSTO 3 IRMAOS DE ITATIBA LTDA,5.99,08/04/2024,1,200,44239
AUTO POSTO 3 IRMAOS DE ITATIBA LTDA,3.69,08/04/2024,2,200,44240
AUTO POSTO BAPTISTELLA LTDA,6.19,08/04/2024,0,200,44241
AUTO POSTO BAPTISTELLA LTDA,6.39,08/04/2024,1,200,44242
AUTO POSTO BAPTISTELLA LTDA,3.99,08/04/2024,2,200,44243
CENTRO AUTOMOTIVO RIVIERA ITATIBA LTDA.,5.63,08/04/2024,0,200,44244
CENTRO AUTOMOTIVO RIVIERA ITATIBA LTDA.,5.89,08/04/2024,1,200,44245
CENTRO AUTOMOTIVO RIVIERA ITATIBA LTDA.,3.75,08/04/2024,2,200,44246
AUTO POSTO MORRO AZUL DE ITATIBA LTDA,5.79,08/04/2024,0,200,44247
AUTO POSTO MORRO AZUL DE ITATIBA LTDA,5.99,08/04/2024,1,200,44248
AUTO POSTO MORRO AZUL DE ITATIBA LTDA,3.89,08/04/2024,2,200,44249
AUTO POSTO SOLAR DAS TERRAS LTDA,5.79,10/04/2024,0,202,44250
AUTO POSTO SOLAR DAS TERRAS LTDA,5.94,10/04/2024,1,202,44251
GANDINI AUTO CENTER LTDA,5.59,10/04/2024,0,202,44252
GANDINI AUTO CENTER LTDA,5.59,10/04/2024,1,202,44253
GANDINI AUTO CENTER LTDA,3.59,10/04/2024,2,202,44254
RPA COMERCIO DE COMBUSTIVEIS ITU I LTDA,5.37,10/04/2024,0,202,44255
RPA COMERCIO DE COMBUSTIVEIS ITU I LTDA,5.69,10/04/2024,1,202,44256
RPA COMERCIO DE COMBUSTIVEIS ITU I LTDA,3.49,10/04/2024,2,202,44257
TERRA FIRME SERVICOS AUTOMOTIVOS EIRELI,4.84,10/04/2024,0,202,44258
TERRA FIRME SERVICOS AUTOMOTIVOS EIRELI,5.09,10/04/2024,1,202,44259
TERRA FIRME SERVICOS AUTOMOTIVOS EIRELI,3.19,10/04/2024,2,202,44260
POSTO AVENIDA MARGINAL ITU LTDA,5.69,10/04/2024,0,202,44261
POSTO AVENIDA MARGINAL ITU LTDA,5.89,10/04/2024,1,202,44262
POSTO AVENIDA MARGINAL ITU LTDA,3.69,10/04/2024,2,202,44263
AUTO POSTO LOUREIRO LTDA,5.79,10/04/2024,0,202,44264
AUTO POSTO LOUREIRO LTDA,5.89,10/04/2024,1,202,44265
AUTO POSTO LOUREIRO LTDA,3.79,10/04/2024,2,202,44266
AUTO POSTO NOSSA SENHORA DA OLIVEIRA LTDA,5.89,10/04/2024,0,202,44267
AUTO POSTO NOSSA SENHORA DA OLIVEIRA LTDA,5.99,10/04/2024,1,202,44268
AUTO POSTO NOSSA SENHORA DA OLIVEIRA LTDA,3.99,10/04/2024,2,202,44269
AUTO POSTO COLEGINHO LTDA.,5.59,10/04/2024,0,207,44270
AUTO POSTO COLEGINHO LTDA.,5.79,10/04/2024,1,207,44271
AUTO POSTO COLEGINHO LTDA.,3.49,10/04/2024,2,207,44272
CENTRO AUTOMOTIVO BRASIL BPX LTDA,5.37,10/04/2024,0,207,44273
CENTRO AUTOMOTIVO BRASIL BPX LTDA,3.37,10/04/2024,2,207,44274
AUTO POSTO BARAO DE JACAREI LTDA,5.47,10/04/2024,0,207,44275
AUTO POSTO BARAO DE JACAREI LTDA,5.67,10/04/2024,1,207,44276
AUTO POSTO BARAO DE JACAREI LTDA,3.49,10/04/2024,2,207,44277
AUTO POSTO R N M LTDA,5.39,10/04/2024,0,207,44278
AUTO POSTO R N M LTDA,5.59,10/04/2024,1,207,44279
AUTO POSTO R N M LTDA,3.59,10/04/2024,2,207,44280
POSTO DE SERVICOS SANTA MARIA LTDA,5.47,10/04/2024,0,207,44281
POSTO DE SERVICOS SANTA MARIA LTDA,5.67,10/04/2024,1,207,44282
POSTO DE SERVICOS SANTA MARIA LTDA,3.59,10/04/2024,2,207,44283
ATLANTIS AUTO POSTO DE SERVICOS LEME LTDA,5.79,08/04/2024,0,234,44284
ATLANTIS AUTO POSTO DE SERVICOS LEME LTDA,5.89,08/04/2024,1,234,44285
ATLANTIS AUTO POSTO DE SERVICOS LEME LTDA,3.69,08/04/2024,2,234,44286
ROZINELI & ROZINELI COMERCIO DE COMBUSTIVEL LTDA,5.49,08/04/2024,0,234,44287
ROZINELI & ROZINELI COMERCIO DE COMBUSTIVEL LTDA,3.49,08/04/2024,2,234,44288
POSTO DOM PEDRO DE LEME LTDA,5.49,08/04/2024,0,234,44289
POSTO DOM PEDRO DE LEME LTDA,3.59,08/04/2024,2,234,44290
POSTO DE SERVICOS LOGAN BONS FLUIDOS LTDA,5.99,08/04/2024,0,234,44291
POSTO DE SERVICOS LOGAN BONS FLUIDOS LTDA,6.19,08/04/2024,1,234,44292
POSTO DE SERVICOS LOGAN BONS FLUIDOS LTDA,3.89,08/04/2024,2,234,44293
AUTO POSTO ITAMARATY LEME LTDA,5.27,10/04/2024,0,234,44294
AUTO POSTO ITAMARATY LEME LTDA,5.37,10/04/2024,1,234,44295
AUTO POSTO ITAMARATY LEME LTDA,3.37,10/04/2024,2,234,44296
AUTO POSTO SANTA LUCIA DE LIMEIRA LTDA,5.99,12/04/2024,1,236,44297
CENTRO AUTOMOTIVO RIVIERA LIMEIRA LTDA,5.79,12/04/2024,0,236,44298
CENTRO AUTOMOTIVO RIVIERA LIMEIRA LTDA,5.99,12/04/2024,1,236,44299
CENTRO AUTOMOTIVO RIVIERA LIMEIRA LTDA,3.69,12/04/2024,2,236,44300
AUTO POSTO AEROPORTO LIMEIRA LTDA,5.69,12/04/2024,0,236,44301
AUTO POSTO AEROPORTO LIMEIRA LTDA,6.09,12/04/2024,1,236,44302
AUTO POSTO AEROPORTO LIMEIRA LTDA,3.59,12/04/2024,2,236,44303
AUTO POSTO KLASS LTDA,5.59,12/04/2024,0,236,44304
AUTO POSTO KLASS LTDA,5.79,12/04/2024,1,236,44305
AUTO POSTO KLASS LTDA,3.59,12/04/2024,2,236,44306
REDE DE POSTOS NOVO HORIZONTE LTDA,5.45,12/04/2024,0,236,44307
REDE DE POSTOS NOVO HORIZONTE LTDA,3.85,12/04/2024,2,236,44308
AUTO POSTO MB LTDA,5.39,12/04/2024,0,236,44309
AUTO POSTO MB LTDA,3.49,12/04/2024,2,236,44310
AUTO POSTO COLINAS DE SAO JOAO LTDA,5.49,12/04/2024,0,236,44311
AUTO POSTO COLINAS DE SAO JOAO LTDA,5.69,12/04/2024,1,236,44312
AUTO POSTO COLINAS DE SAO JOAO LTDA,3.69,12/04/2024,2,236,44313
PIT STOP AUTO POSTO DE LINS LTDA,5.87,08/04/2024,0,239,44314
PIT STOP AUTO POSTO DE LINS LTDA,5.93,08/04/2024,1,239,44315
PIT STOP AUTO POSTO DE LINS LTDA,3.58,08/04/2024,2,239,44316
AUTO POSTO FORTALEZA DE LINS LTDA.,6.13,08/04/2024,0,239,44317
AUTO POSTO FORTALEZA DE LINS LTDA.,3.71,08/04/2024,2,239,44318
AUTO POSTO RODOVIARIA DE LINS LTDA,5.83,08/04/2024,0,239,44319
AUTO POSTO RODOVIARIA DE LINS LTDA,3.53,08/04/2024,2,239,44320
AUTO POSTO NSQP . LINS LTDA,5.83,08/04/2024,0,239,44321
AUTO POSTO NSQP . LINS LTDA,3.53,08/04/2024,2,239,44322
AUTO POSTO CINQUENTENARIO DE LINS LTDA,5.83,08/04/2024,0,239,44323
AUTO POSTO CINQUENTENARIO DE LINS LTDA,3.53,08/04/2024,2,239,44324
POSTO KEIZY LTDA,5.83,08/04/2024,0,239,44325
POSTO KEIZY LTDA,3.54,08/04/2024,2,239,44326
PETROLINS REVENDA DE COMBUSTIVEIS LTDA,5.83,08/04/2024,0,239,44327
PETROLINS REVENDA DE COMBUSTIVEIS LTDA,3.53,08/04/2024,2,239,44328
SM-COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.79,08/04/2024,0,239,44329
SM-COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.78,08/04/2024,2,239,44330
POSTO FENIX DE LORENA LTDA,5.49,10/04/2024,0,242,44331
POSTO FENIX DE LORENA LTDA,3.69,10/04/2024,2,242,44332
AUTO POSTO SANTA BRANCA LTDA,5.45,10/04/2024,0,242,44333
AUTO POSTO SANTA BRANCA LTDA,3.45,10/04/2024,2,242,44334
AUTO POSTO MALERBA LTDA,5.89,10/04/2024,0,242,44335
AUTO POSTO MALERBA LTDA,6.19,10/04/2024,1,242,44336
AUTO POSTO MALERBA LTDA,3.99,10/04/2024,2,242,44337
MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA,5.29,10/04/2024,0,242,44338
MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA,5.29,10/04/2024,1,242,44339
MUCELIN- COMERCIO DE COMBUSTIVEIS LTDA,3.55,10/04/2024,2,242,44340
POSTO AUTOMOTIVO AVANCO LTDA,5.95,09/04/2024,0,284,44341
POSTO AUTOMOTIVO AVANCO LTDA,5.99,09/04/2024,1,284,44342
POSTO AUTOMOTIVO AVANCO LTDA,3.89,09/04/2024,2,284,44343
CENTRO AUTOMOTIVO PONTE METALICA DE OSASCO LTDA,5.59,09/04/2024,0,284,44344
CENTRO AUTOMOTIVO PONTE METALICA DE OSASCO LTDA,5.99,09/04/2024,1,284,44345
POSTO DANI-RAFA LTDA.,5.89,09/04/2024,0,284,44346
POSTO DANI-RAFA LTDA.,5.99,09/04/2024,1,284,44347
POSTO DANI-RAFA LTDA.,3.79,09/04/2024,2,284,44348
AUTO POSTO NOVA PIRATININGA LTDA,5.17,09/04/2024,0,284,44349
AUTO POSTO NOVA PIRATININGA LTDA,5.85,09/04/2024,1,284,44350
AUTO POSTO NOVA PIRATININGA LTDA,3.31,09/04/2024,2,284,44351
AUTO POSTO COMERCIAL VELOSO LTDA,5.96,09/04/2024,1,284,44352
DAR A SERVICOS AUTOMOTIVOS LTDA,5.29,09/04/2024,0,284,44353
DAR A SERVICOS AUTOMOTIVOS LTDA,5.59,09/04/2024,1,284,44354
DAR A SERVICOS AUTOMOTIVOS LTDA,3.39,09/04/2024,2,284,44355
AUTO POSTO NOVO WEST LTDA,5.69,09/04/2024,0,284,44356
AUTO POSTO NOVO WEST LTDA,6.29,09/04/2024,1,284,44357
AUTO POSTO NOVO WEST LTDA,3.69,09/04/2024,2,284,44358
AUTO POSTO JARDIM ESTHER LTDA,5.49,09/04/2024,0,284,44359
AUTO POSTO JARDIM ESTHER LTDA,5.99,09/04/2024,1,284,44360
AUTO POSTO JARDIM ESTHER LTDA,3.34,09/04/2024,2,284,44361
CENTRO AUTOMOTIVO HELENA MARIA LTDA,5.79,09/04/2024,0,284,44362
CENTRO AUTOMOTIVO HELENA MARIA LTDA,3.59,09/04/2024,2,284,44363
AUTO POSTO MARGINAL DA CASTELO LTDA,5.99,09/04/2024,0,284,44364
AUTO POSTO MARGINAL DA CASTELO LTDA,3.69,09/04/2024,2,284,44365
NATU - PETRO AUTO POSTO LTDA,5.69,09/04/2024,0,284,44366
NATU - PETRO AUTO POSTO LTDA,5.89,09/04/2024,1,284,44367
NATU - PETRO AUTO POSTO LTDA,3.59,09/04/2024,2,284,44368
AUTO POSTO SAINT GERMAIN LTDA,5.99,09/04/2024,1,284,44369
AUTO POSTO SERENA LTDA.,5.89,09/04/2024,0,284,44370
AUTO POSTO SERENA LTDA.,6.09,09/04/2024,1,284,44371
AUTO POSTO SERENA LTDA.,3.59,09/04/2024,2,284,44372
AUTO POSTO OSASCO COUNTRY LTDA,5.99,09/04/2024,1,284,44373
COLIBRI AUTO POSTO LTDA,6.99,09/04/2024,1,284,44374
TEX-17 SERVICOS AUTOMOTIVOS LTDA,6.49,09/04/2024,0,284,44375
TEX-17 SERVICOS AUTOMOTIVOS LTDA,6.89,09/04/2024,1,284,44376
AUTO POSTO ESTRELA DA MANHA LTDA,4.99,09/04/2024,1,284,44377
AUTO POSTO IRMÃOS LIMA LTDA,6.07,10/04/2024,0,294,44378
AUTO POSTO IRMÃOS LIMA LTDA,6.27,10/04/2024,1,294,44379
AUTO POSTO IRMÃOS LIMA LTDA,3.77,10/04/2024,2,294,44380
POSTO TRUCK'S - COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA,5.8,10/04/2024,0,294,44381
POSTO TRUCK'S - COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA,5.93,10/04/2024,1,294,44382
POSTO TRUCK'S - COMERCIO E TRANSPORTE DE COMBUSTIVEIS LTDA,3.5,10/04/2024,2,294,44383
PINHO COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA.,5.59,10/04/2024,0,316,44384
PINHO COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA.,5.79,10/04/2024,1,316,44385
PINHO COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA.,3.69,10/04/2024,2,316,44386
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.39,10/04/2024,0,316,44387
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.44,10/04/2024,1,316,44388
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.49,10/04/2024,2,316,44389
LINDEN ADMINISTRACAO PARTICIPACOES EMPREENDIMENTOS E SE,5.59,10/04/2024,0,316,44390
LINDEN ADMINISTRACAO PARTICIPACOES EMPREENDIMENTOS E SE,5.74,10/04/2024,1,316,44391
AUTO POSTO OLIVEIRA PINDA  LTDA,5.44,10/04/2024,0,316,44392
AUTO POSTO OLIVEIRA PINDA  LTDA,5.49,10/04/2024,1,316,44393
AUTO POSTO OLIVEIRA PINDA  LTDA,3.69,10/04/2024,2,316,44394
AUTO POSTO PAINGUAS LTDA,5.69,10/04/2024,0,320,44395
AUTO POSTO PAINGUAS LTDA,5.79,10/04/2024,1,320,44396
AUTO POSTO PAINGUAS LTDA,3.69,10/04/2024,2,320,44397
AUTO POSTO AEROCLUBE DE PIRASSUNUNGA LTDA.,5.67,10/04/2024,0,320,44398
AUTO POSTO AEROCLUBE DE PIRASSUNUNGA LTDA.,5.77,10/04/2024,1,320,44399
AUTO POSTO AEROCLUBE DE PIRASSUNUNGA LTDA.,3.59,10/04/2024,2,320,44400
AUTO POSTO AVENIDA DE PIRASSUNUNGA LTDA,5.69,10/04/2024,0,320,44401
AUTO POSTO AVENIDA DE PIRASSUNUNGA LTDA,5.89,10/04/2024,1,320,44402
AUTO POSTO AVENIDA DE PIRASSUNUNGA LTDA,3.69,10/04/2024,2,320,44403
POSTO SANTA RITA DE PIRASSUNUNGA LTDA,5.69,10/04/2024,0,320,44404
POSTO SANTA RITA DE PIRASSUNUNGA LTDA,5.75,10/04/2024,1,320,44405
POSTO SANTA RITA DE PIRASSUNUNGA LTDA,3.49,10/04/2024,2,320,44406
POSTO SANTA RITA DE PIRASSUNUNGA LTDA,5.69,10/04/2024,0,320,44407
POSTO SANTA RITA DE PIRASSUNUNGA LTDA,3.49,10/04/2024,2,320,44408
J PENA & CIA LTDA,5.79,10/04/2024,0,320,44409
J PENA & CIA LTDA,6.09,10/04/2024,1,320,44410
J PENA & CIA LTDA,3.79,10/04/2024,2,320,44411
MIC COMERCIO DE COMBUSTIVEL LTDA.,5.59,10/04/2024,0,320,44412
MIC COMERCIO DE COMBUSTIVEL LTDA.,5.64,10/04/2024,1,320,44413
MIC COMERCIO DE COMBUSTIVEL LTDA.,3.48,10/04/2024,2,320,44414
SILVA DE PAULA COMERCIO DE COMBUSTIVEIS LTDA,5.46,11/04/2024,0,329,44415
SILVA DE PAULA COMERCIO DE COMBUSTIVEIS LTDA,3.49,11/04/2024,2,329,44416
AUTO POSTO 148 LTDA,3.49,11/04/2024,2,329,44417
AUTO POSTO 148 LTDA,5.39,11/04/2024,0,329,44418
DE SANTIS & CIA LTDA,6.05,11/04/2024,0,329,44419
DE SANTIS & CIA LTDA,6.25,11/04/2024,1,329,44420
DE SANTIS & CIA LTDA,4.09,11/04/2024,2,329,44421
GHANDI SECAF & CIA LTDA,5.69,11/04/2024,0,329,44422
GHANDI SECAF & CIA LTDA,5.89,11/04/2024,1,329,44423
GHANDI SECAF & CIA LTDA,3.69,11/04/2024,2,329,44424
VA VER COMERCIO DE COMBUSTIVEL LTDA.,5.99,11/04/2024,0,329,44425
VA VER COMERCIO DE COMBUSTIVEL LTDA.,6.29,11/04/2024,1,329,44426
VA VER COMERCIO DE COMBUSTIVEL LTDA.,3.99,11/04/2024,2,329,44427
ANGELO ROQUE DE SANTIS CIA LTDA,6.05,11/04/2024,0,329,44428
ANGELO ROQUE DE SANTIS CIA LTDA,6.25,11/04/2024,1,329,44429
ANGELO ROQUE DE SANTIS CIA LTDA,4.09,11/04/2024,2,329,44430
M RODRIGUES VASQUES - ME,5.79,09/04/2024,0,334,44431
M RODRIGUES VASQUES - ME,3.79,09/04/2024,2,334,44432
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.39,08/04/2024,0,334,44433
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,5.44,08/04/2024,1,334,44434
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,3.49,08/04/2024,2,334,44435
CENTRO AUTOMOTIVO OCEANO LTDA,5.49,09/04/2024,0,334,44436
CENTRO AUTOMOTIVO OCEANO LTDA,5.59,09/04/2024,1,334,44437
CENTRO AUTOMOTIVO OCEANO LTDA,3.49,09/04/2024,2,334,44438
POSTO ZAP PRESIDENTE PRUDENTE LTDA,5.96,09/04/2024,0,336,44439
POSTO ZAP PRESIDENTE PRUDENTE LTDA,5.96,09/04/2024,1,336,44440
POSTO ZAP PRESIDENTE PRUDENTE LTDA,3.49,09/04/2024,2,336,44441
AUTO POSTO LADOME LTDA,3.24,09/04/2024,2,336,44442
AUTO POSTO LADOME LTDA,4.99,09/04/2024,0,336,44443
REDE MM COMBUSTIVEIS EIRELI,5.49,09/04/2024,0,336,44444
REDE MM COMBUSTIVEIS EIRELI,3.39,09/04/2024,2,336,44445
POSTO ITATIAIA PRESIDENTE PRUDENTE LTDA,5.99,09/04/2024,0,336,44446
POSTO ITATIAIA PRESIDENTE PRUDENTE LTDA,6.19,09/04/2024,1,336,44447
POSTO ITATIAIA PRESIDENTE PRUDENTE LTDA,3.59,09/04/2024,2,336,44448
AUTO POSTO SP 400 LTDA,5.99,09/04/2024,0,336,44449
AUTO POSTO SP 400 LTDA,6.19,09/04/2024,1,336,44450
AUTO POSTO SP 400 LTDA,3.59,09/04/2024,2,336,44451
AUTO POSTO CASTELINHO MONTE ALTO LTDA,5.99,09/04/2024,1,336,44452
AUTO POSTO CASTELINHO MONTE ALTO LTDA,3.49,09/04/2024,2,336,44453
AUTO POSTO JANDA LTDA,5.89,09/04/2024,0,336,44454
AUTO POSTO JANDA LTDA,6.19,09/04/2024,1,336,44455
AUTO POSTO JANDA LTDA,3.49,09/04/2024,2,336,44456
POSTO APEANO LTDA,5.87,09/04/2024,0,336,44457
POSTO APEANO LTDA,3.49,09/04/2024,2,336,44458
AUTO POSTO NOVO BONGIOVANI LTDA,5.87,09/04/2024,0,336,44459
AUTO POSTO NOVO BONGIOVANI LTDA,3.46,09/04/2024,2,336,44460
POSTO LIDER DE PRESIDENTE PRUDENTE LTDA,5.49,09/04/2024,0,336,44461
POSTO LIDER DE PRESIDENTE PRUDENTE LTDA,3.19,09/04/2024,2,336,44462
